"CustomerID","customername","SpendingScore","AnnualIncomek","gender","age","customertype","productid","productname","Category","SubCategory","Sales","Quantity","Stockid","Invoiceid","Description","InvoiceDate","Price","Country","name","rating","location","noofemployees"
17850,"DAVID",96,1400,"Male",32,"citizen",2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,536373,"84029E","REDWOOLLYHOTTIEWHITEHEART",1212010902,339,"UnitedKingdom","BeallsInc",5,"UnitedKingdom",6000
17850,"DAVID",96,1400,"Male",32,"citizen",2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,536373,"22752","SET7BABUSHKANESTINGBOXES",1212010902,765,"UnitedKingdom","BeallsInc",5,"UnitedKingdom",6000
17850,"DAVID",96,1400,"Male",32,"citizen",2,"CiscoSPA501GIPPhone","Technology","Phones",6196,147,536373,"21730","GLASSSTARFROSTEDT-LIGHTHOLDER",1212010902,425,"UnitedKingdom","BeallsInc",5,"UnitedKingdom",6000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536373,"85123A","WHITEHANGINGHEARTT-LIGHTHOLDER",1212010902,255,"UnitedKingdom","BeallsInc",5,"UnitedKingdom",6000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536373,"71053","WHITEMETALLANTERN",1212010902,339,"UnitedKingdom","BeallsInc",5,"UnitedKingdom",6000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536366,"22632","HANDWARMERREDPOLKADOT",1212010828,185,"UnitedKingdom","BergdorfGoodman",3,"UnitedKingdom",3200
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536372,"22632","HANDWARMERREDPOLKADOT",1212010901,185,"UnitedKingdom","Bloomingdales",3,"UnitedKingdom",2300
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536372,"22633","HANDWARMERUNIONJACK",1212010901,185,"UnitedKingdom","Bloomingdales",3,"UnitedKingdom",2300
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536375,"82483","WOOD2DRAWERCABINETWHITEFINISH",1212010932,495,"UnitedKingdom","LaVogueDepartmentStore",5,"UnitedKingdom",7000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536375,"82486","WOODS3CABINETANTWHITEFINISH",1212010932,695,"UnitedKingdom","LaVogueDepartmentStore",5,"UnitedKingdom",7000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536375,"82482","WOODENPICTUREFRAMEWHITEFINISH",1212010932,21,"UnitedKingdom","LaVogueDepartmentStore",5,"UnitedKingdom",7000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536375,"82494L","WOODENFRAMEANTIQUEWHITE",1212010932,255,"UnitedKingdom","LaVogueDepartmentStore",5,"UnitedKingdom",7000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536375,"84029G","KNITTEDUNIONFLAGHOTWATERBOTTLE",1212010932,339,"UnitedKingdom","LaVogueDepartmentStore",5,"UnitedKingdom",7000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536375,"84029E","REDWOOLLYHOTTIEWHITEHEART",1212010932,339,"UnitedKingdom","LaVogueDepartmentStore",5,"UnitedKingdom",7000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536375,"22752","SET7BABUSHKANESTINGBOXES",1212010932,765,"UnitedKingdom","LaVogueDepartmentStore",5,"UnitedKingdom",7000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536375,"21730","GLASSSTARFROSTEDT-LIGHTHOLDER",1212010932,425,"UnitedKingdom","LaVogueDepartmentStore",5,"UnitedKingdom",7000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536377,"22632","HANDWARMERREDPOLKADOT",1212010934,185,"UnitedKingdom","LeaderDepartmentStore",5,"UnitedKingdom",2000
17850,"DAVID",96,1400,"Male",32,"citizen",3,"Newell22","OfficeSupplies","Art",193,700,536377,"22633","HANDWARMERUNIONJACK",1212010934,185,"UnitedKingdom","LeaderDepartmentStore",5,"UnitedKingdom",2000
